Name	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11
SK-LMS-1 Ibrutinib 3	1	0.9941	1.0007	1.0529	1.0355	1.0263	1.0241	1.0268	1.0622	1.0415	0.949	0.7197
SK-LMS-1 Icotinib 1	1	1.0972	1.0758	1.073	1.0516	1.0773	1.0269	1.0136	1.0356	0.9895	1.0249	0.9548
SK-LMS-1 Icotinib 2	1	1.0886	1.0694	1.0814	1.1093	1.0918	1.1444	1.0935	1.1863	1.0751	1.0384	1.0862
SK-LMS-1 Icotinib 3	1	1.0691	0.9959	1.0572	1.0555	1.0458	1.0056	1.0036	1.06	1.0795	1.0359	0.9534
SK-LMS-1 Idelalisib 1	1	1.0369	1.0291	0.9743	1.0191	0.9991	1.0498	0.9438	0.8889	0.8724	0.7047	0.6294
SK-LMS-1 Idelalisib 2	1	1.0196	1.0661	1.1112	1.0395	1.02	1.0366	1.0285	0.9439	0.8598	0.7426	0.6345
SK-LMS-1 Idelalisib 3	1	0.9982	0.9737	0.9599	0.9834	0.9543	0.9739	0.9442	0.9528	0.7825	0.6824	0.5897
SK-LMS-1 Imatinib 1	1	1.0385	1.0383	1.032	1.1092	1.0539	1.0503	0.9915	1.1053	1.0781	1.136	0.6308
SK-LMS-1 Imatinib 2	1	1.0329	1.0231	1.0563	0.9903	1.051	1.0777	1.0615	1.0587	1.0666	1.0465	0.5988
SK-LMS-1 Imatinib 3	1	0.9956	0.9987	1.0325	0.9565	1.0831	1.0708	1.0937	1.0867	1.1083	1.1562	0.6767
SK-LMS-1 Ipatasertib 1	1	0.9887	0.9416	0.9311	0.9719	0.9475	0.9597	0.9131	0.8246	0.673	0.6221	0.5126
SK-LMS-1 Ipatasertib 2	1	0.9881	0.9723	0.9932	0.9885	0.9783	0.9981	0.9462	0.8335	0.6328	0.5847	0.6046
SK-LMS-1 Ipatasertib 3	1	0.935	0.9356	0.957	1.0443	0.9361	0.9202	0.869	0.8331	0.6476	0.5748	0.5339
SK-LMS-1 Itacitinib 1	1	1.0696	1.0327	1.0382	0.9626	1.0505	0.9721	0.9528	0.9438	0.9516	0.9267	0.8882
SK-LMS-1 Itacitinib 2	1	1.0058	1.0876	0.99	0.9363	0.9799	0.9871	0.9278	0.9683	0.9325	0.8936	0.9267
SK-LMS-1 Itacitinib 3	1	1.0049	0.9461	0.9551	1.0294	0.9314	1.0331	0.9924	0.9498	1.0228	0.9182	0.833
SK-LMS-1 Ivosidenib 1	1	1.0189	1.0123	1.0368	1.0829	1.049	1.0466	1.0476	1.0045	1.0425	0.982	0.9632
SK-LMS-1 Ivosidenib 2	1	1.0149	0.9922	1.0244	1.0282	1.0284	1.0406	1.0494	1.0094	0.9859	0.9443	0.9377
SK-LMS-1 Ivosidenib 3	1	0.9942	1.0352	1.0388	1.0218	1.0485	0.9667	1.0059	0.8913	0.963	0.9772	0.9613
SK-LMS-1 K-252a 1	1	1.0397	1.0008	1.0335	1.0411	0.9403	0.7239	0.634		0.346	0.2101	0.081
SK-LMS-1 K-252a 2	1	1.0392	1.0361	1.0251	1.0512	0.8707	0.7077	0.6975	0.6069	0.3486	0.216	0.0807
SK-LMS-1 K-252a 3	1	1.0164	1.0048	1.0745	1.0401	0.8898	0.7261	0.6604	0.6319	0.3224	0.2098	0.0857
SK-LMS-1 KX2-391 1	1	1.0601	1.002	1.0657	1.0459	1.0289	0.719	0.5593	0.363	0.355	0.3509	0.3438
SK-LMS-1 KX2-391 2	1	1.0559	1.0187	1.0521	0.9948	0.9874	0.7278	0.5389	0.3654	0.3153	0.3234	0.327
SK-LMS-1 KX2-391 3	1	0.9762	1.0418	1.0275	0.9715	0.953	0.6652	0.5133	0.3535	0.3451	0.3563	0.3267
SK-LMS-1 Lapatinib 1	1	1.1522	1.1031	1.0667	1.1701	1.1387	1.1518	1.1106	1.079	1.0856	0.7707	0.3666
SK-LMS-1 Lapatinib 2	1	1.1098	1.1066	1.1219	1.1407	1.2419	1.1677	1.0627	1.1771	1.1507	0.8525	0.3868
SK-LMS-1 Lapatinib 3	1	1.0249	1.0725	1.0656	1.0825	1.1197	1.1162	1.0275	1.056	1.0827	0.8488	0.3285
SK-LMS-1 Larotrectinib 1	1	1.1573	1.2137	1.1577	1.0889	1.1198	1.0766	1.0825	1.0655	1.1036	1.0983	1.0763
SK-LMS-1 Larotrectinib 2	1	1.1117	1.1185	1.1701	1.0663	1.0574	1.1233	1.1191	1.0312	1.0935	1.0887	1.0651
SK-LMS-1 Larotrectinib 3	1	1.0997	1.134	1.0651	1.094	1.0284	1.1156	1.1379	1.0818	1.0473	1.0393	1.0722
SK-LMS-1 Leniolisib 1	1	1.15	1.0734	1.1168	1.0654	1.0167	1.0098	1.0126	0.9658	0.9283	0.8011	0.6729
SK-LMS-1 Leniolisib 2	1	1.1152	1.0332	1.0491	1.1078	1.0298	1.0778	1.0739	0.9663	0.9492	0.8559	0.7398
SK-LMS-1 Leniolisib 3	1	1.0707	1.0933	1.1207	1.0708	1.1177	1.0447	1.087	1.0624	0.9382	0.8244	0.7228
SK-LMS-1 Lenvatinib 1	1	1.0527	1.0511	1.0583	1.0711	1.0614	1.0772	1.0468	1.0714	0.9944	0.9889	0.9215
SK-LMS-1 Lenvatinib 2	1	1.0186	0.9767	1.0486	1.0606	0.9885	1.0677	0.9578	1.0528	1.0042	0.9436	1.0185
SK-LMS-1 Lenvatinib 3	1	0.9831	1.0129	1.0149	1.0168	0.945	0.9863	0.9854	1.0094	0.942	0.9259	0.9753
SK-LMS-1 Lestaurtinib 1	1	1.1152	1.1057	1.066	1.1106	1.0594	0.8856	0.7981	0.6866	0.5678	0.3548	0.1513
SK-LMS-1 Lestaurtinib 2	1	1.0945	1.1167	1.0835	1.0042	1.015	0.8846	0.6923	0.7042	0.5351	0.3724	0.1434
SK-LMS-1 Lestaurtinib 3	1	1.0167	1.064	1.0362	1.0056	0.9704	0.8648	0.6748	0.6155	0.5194	0.3317	0.1433
SK-LMS-1 Lifirafenib 1	1	1.0887	1.0608	1.114	1.1171	1.148	1.1634	1.2384	1.0984	0.8656	0.6183	0.4276
SK-LMS-1 Lifirafenib 2	1	1.0276	1.0446	1.1103	1.0955	1.0595	1.0833	1.1034	1.0671	0.8587	0.6081	0.4275
SK-LMS-1 Lifirafenib 3	1	1.0183	1.0728	1.0465	1.0247	1.1071	1.0841	1.0826	1.1381	0.903	0.6124	0.4585
SK-LMS-1 Linifanib 1	1	0.982	0.991	1.0457	1.0015	1.0418	1.0107	1.0307	1.0281	1.0985	1.0906	1.1414
SK-LMS-1 Linifanib 2	1	0.9636	1.0256	1.0196	1.0576	1.0675	1.0513	1.0655	1.1012	1.1007	0.9838	1.0345
SK-LMS-1 Linifanib 3	1	0.963	0.9922	1.0016	0.9855	0.9945	0.9696	0.9671	0.985	1.0976	1.074	0.9974
SK-LMS-1 Linsitinib 1	1	1.0535	1.0504	0.9798	1.0804	1.0147	0.98	1.0324	1.0164	0.98	0.9264	0.7327
SK-LMS-1 Linsitinib 2	1	1.0466	1.0595	1.0511	1.0374	1.044	1.0296	0.9693	1.0529	1.0299	0.9427	0.6801
SK-LMS-1 Linsitinib 3	1	1.0156	1.0925	1.1132	1.0822	1.0579	1.0141	1.0229	1.0228	1.0173	0.9459	0.7158
SK-LMS-1 Lorlatinib 1	1	1.1867	1.1019	1.0832	1.1383	1.0964	1.1791	1.1494	1.0596	1.0676	1.0511	0.92
SK-LMS-1 Lorlatinib 2	1	1.1134	1.0983	1.0849	1.03	1.0539	1.0676	1.0143	1.0207	1.0143	1.0029	0.9315
SK-LMS-1 Lorlatinib 3	1	1.0667	1.0835	1.0765	1.113	1.1519	1.02	1.0425	0.9842	0.9861	0.9467	0.9488
SK-LMS-1 Losmapimod 1	1	1.0384	1.0392	0.9895	1.0513	1.0443	1.0578	1.0153	0.9995	1.0119	0.9901	0.9358
SK-LMS-1 Losmapimod 2	1	1.0344	0.9858	0.9515	0.9779	0.9602	0.954	0.9997	0.9388	0.8994	0.9261	0.931
SK-LMS-1 Losmapimod 3	1	0.995	1.0385	1.0829	0.9843	0.9819	1.0565	1.0006	0.9949	1.033	0.9835	0.9697
SK-LMS-1 Lucitanib 1	1	1.0769	1.1262	1.0586	1.1118	1.0982	1.0613	0.9732	1.0176	0.9722	0.8709	0.7528
SK-LMS-1 Lucitanib 2	1	1.0758	1.0358	1.0539	1.018	1.0369	1.0005	0.9977	1.0009	0.952	0.8846	0.7671
SK-LMS-1 Lucitanib 3	1	1.06	1.1068	1.0542	1.1049	0.9982	1.039	0.9916	0.9793	0.9505	0.8707	0.7528
SK-LMS-1 Masitinib 1	1	1.0349	1.0492	1.0544	1.0552	1.0466	1.0784	1.0056	1.0149	1.0084	0.6137	0.1032
SK-LMS-1 Masitinib 2	1	1.0329	1.0208	1.0112	1.0076	0.9881	1.0276	1.0019	1.0014	0.907	0.5991	0.1081
SK-LMS-1 Masitinib 3	1	1.0115	1.083	1.0276	1.0018	1.0177	1.0259	1.0341	1.0075	0.9427	0.601	0.099
SK-LMS-1 Midostaurin 1	1	0.9935	0.9675	1.0799	1.0794	1.0654	0.9979	0.7896	0.5781	0.4056	0.3689	0.3754
SK-LMS-1 Midostaurin 2	1	0.9835	0.9617	0.9842	1.043	0.9858	0.8657	0.752	0.5289	0.3862	0.3459	0.3541
SK-LMS-1 Midostaurin 3	1	0.9646	0.9859	0.8955	0.95	1.0009	0.9742	0.8366	0.5862	0.3856	0.3663	0.3625
SK-LMS-1 Momelotinib 1	1	1.1741	1.1162	1.1106	1.0993	1.166	1.1201	1.0439	1.1018	0.9425	0.9143	0.8506
SK-LMS-1 Momelotinib 2	1	1.1252	1.106	1.1312	1.14	1.0814	1.0587	1.1128	1.0389	0.9469	0.9182	0.883
SK-LMS-1 Momelotinib 3	1	1.1013	1.1694	1.0994	1.0716	1.1415	1.0119	1.0843	1.0212	0.9487	0.9392	0.9254
SK-LMS-1 Motesanib 1	1	1.077	1.0082	1.0232	1.0177	1.0928	1.0376	1.0422	1.0223	1.0324	1.0053	0.9474
SK-LMS-1 Motesanib 2	1	1.0471	1.0337	1.0313	1.0358	1.0533	1.0559	0.97	1.0672	0.9628	0.9785	0.915
SK-LMS-1 Motesanib 3	1	0.9936	1.0146	1.0182	1.003	1.0479	0.9919	1.0352	1.019	0.9734	0.9727	0.9115
SK-LMS-1 Nemiralisib 1	1	1.0964	1.0473	1.0348	1.0317	1.0034	1.0959	1.0383	1.016	0.9414	0.8476	0.6182
SK-LMS-1 Nemiralisib 2	1	1.0417	1.0296	1.1025	1.0523	1.0916	1.033	1.0502	1.0101	0.9171	0.8243	0.7003
SK-LMS-1 Nemiralisib 3	1	1.0038	0.9842	1.0385	1.0337	1.0175	1.0208	1.0386	0.9564	0.9264	0.7905	0.6557
SK-LMS-1 Neratinib 1	1	1.0728	1.0198	1.0802	1.0242	1.0858	1.0817	0.9477	0.7221	0.7254	0.6399	0.0106
SK-LMS-1 Neratinib 2	1	1.0026	0.9998	1.0483	0.9959	1.0567	1.0411	0.9212	0.7336	0.674	0.653	0.0099
SK-LMS-1 Neratinib 3	1	1.0022	0.9866	1.0573	1.0373	1.1064	1.0578	0.9593	0.717	0.6938	0.6442	0.0106
SK-LMS-1 Netarsudil 1	1	1.0434	1.0484	1.0405	1.0633	1.0488	1.0446	1.0637	0.9436	0.8273	0.6009	0.0103
SK-LMS-1 Netarsudil 2	1	1.0289	1.0189	1.0145	1.0529	1.0366	1.0085	0.9674	0.952	0.7558	0.5711	0.0096
SK-LMS-1 Netarsudil 3	1	1.0066	1.0758	0.9984	0.8892			1.1934	1.0716	0.8128	0.5498	0.0104
SK-LMS-1 Nilotinib 1	1	0.9878	1.0194	1.0386	1.153	1.0957	1.0761	1.1803	1.1802	1.1875	1.0285	0.9726
SK-LMS-1 Nilotinib 2	1	0.9494	0.956	1.009	0.9641	0.9597	1.0292	1.0647	1.1289	1.1855	0.9404	0.9344
SK-LMS-1 Nilotinib 3	1	0.9223	0.973	0.9822	0.9833	1.0181	1.0577	1.0868	1.0547	1.1203	0.9659	0.9865
SK-LMS-1 Nintedanib 1	1	1.256	1.2211	1.1485	1.1568	1.1099	1.0518	1.0696	1.0496	1.0224	0.963	0.1512
SK-LMS-1 Nintedanib 2	1	1.1201	1.0869	1.1337	1.0787	1.133	1.1375	1.0738	1.1035	1.0161	0.9332	0.1397
SK-LMS-1 Nintedanib 3	1	1.1072	1.0827	1.0982	1.0438	1.1012	1.0463	1.0769	1.0577	1.0597	0.8997	0.143
SK-LMS-1 Niraparib 1	1	1.1023	1.1405	1.1035	1.1618	1.0737	1.1077	1.1607	1.0984	1.0454	1.0108	0.9344
SK-LMS-1 Niraparib 2	1	1.0789	1.0663	1.0924	1.1112	1.1554	1.0707	1.0861	1.1286	1.0573	1.0248	0.9414
SK-LMS-1 Niraparib 3	1	1.0689	1.1613	1.1182	1.0923	1.1168	1.2184	1.1245	1.0857	1.1527	1.0668	1.0222
SK-LMS-1 Olmutinib 1	1	1.1023	1.0753	1.0355	1.0695	1.0676	1.0597	1.0675	1.0322	0.9706	0.837	0.1389
SK-LMS-1 Olmutinib 2	1	1.0732	1.0741	1.0464	1.0816	1.0893	1.0466	1.0738	1.0149	0.9457	0.8308	0.1188
SK-LMS-1 Olmutinib 3	1	1.0097	1.0981	1.1168	1.0758	1.1258	1.0772	1.0934	1.0918	1.0109	0.8609	0.0799
SK-LMS-1 Orantinib 1	1	1.0769	1.0699	1.0332	1.0621	1.0789	1.0159	1.0002	1.0333	1.0309	1.0198	0.892
SK-LMS-1 Orantinib 2	1	1.0619	1.07	1.0531	1.0671	1.0484	1.1245	1.0619	1.027	0.9731	0.9376	0.8897
SK-LMS-1 Orantinib 3	1	1.0464	1.075	1.099	1.0023	1.0253	1.0558	1.0532	1.0356	0.9778	0.9541	0.8804
SK-LMS-1 Osimertinib 1	1	1.1378	1.1506	1.1089	1.1322	1.0767	1.0511	1.0989	1.0344	1.0228	0.7851	0.0241
SK-LMS-1 Osimertinib 2	1	1.1294	1.1176	1.0742	1.053	1.0516	1.0284	1.0917	1.006	0.9624	0.7666	0.0355
SK-LMS-1 Osimertinib 3	1	1.0317	1.0282	1.0436	1.0341	1.0586	1.0165	1.0336	1.0126	0.9322	0.7768	0.0363
SK-LMS-1 Pacritinib 1	1	1.1235	1.1388	1.0707	1.0785	1.0923	1.0246	1.0889	1.1103	0.9865	0.5355	0.2196
SK-LMS-1 Pacritinib 2	1	1.0995	1.1336	1.1401	1.0951	1.0604	1.1509	1.1303	1.1223	0.9583	0.5619	0.2172
SK-LMS-1 Pacritinib 3	1	1.0799		1.0332	1.0827	1.092	1.0709	1.0822		0.9332	0.52	0.2189
SK-LMS-1 Palbociclib 1	1	1.0978	1.0287	1.1154	1.0813	1.15	1.0331	0.9792	1.0269	1.0088	1.1173	0.904
SK-LMS-1 Palbociclib 2	1	1.0683	1.0571	1.0819	1.0731	1.0468	0.9683	1.0167	0.9197	1.032	1.0413	0.6246
SK-LMS-1 Palbociclib 3	1	0.9916	1.0305	1.0538	1.0043	0.9716	0.9092		0.9352	0.9719	1.0313	0.8645
SK-LMS-1 Pazopanib 1	1	1.0313	0.9929	1.0192	1.0798	0.9832	0.9625	0.9603	0.9542	0.9755	0.9086	0.809
SK-LMS-1 Pazopanib 2	1	0.9915	1.0161	1.0466	1.0466	1.0351	1.0492	1.0037	0.9621	1.0533	0.9571	0.7456
SK-LMS-1 Pazopanib 3	1	0.9575	0.994	0.992	1.042	1.0034	0.9822	0.9554	0.9716	0.9146	0.9407	0.7738
SK-LMS-1 Peficitinib 1	1	1.1046	1.1423	1.0619	1.0755	1.1954	1.0881	1.0597	1.1267	1.118	1.0891	0.9936
SK-LMS-1 Peficitinib 2	1	1.0982	1.0601	1.0408	1.0852	1.0428	1.0398	1.08	1.0474	1.1449	1.0827	0.9524
SK-LMS-1 Peficitinib 3	1	1.0789	1.0801	1.0598	1.068	1.0657	1.0735	1.0958	1.0593	1.1323	1.1496	0.9501
SK-LMS-1 Pemigatinib 1	1	1.0622	1.1012	1.1082	1.0808	1.1467	1.0825	1.0632	1.0823	0.9619	0.6801	0.5111
SK-LMS-1 Pemigatinib 2	1	1.0497	1.0904	1.1072	1.0584	1.0503	1.0593	1.0069	1.0393	0.9515	0.6196	0.5202
SK-LMS-1 Pemigatinib 3	1	1.0291	1.0799	1.1009	1.1032	1.0879	1.0669	1.1468	1.0867	0.9633	0.7001	0.552
SK-LMS-1 Perifosine 1	1	1.0402	1.0579	1.0371	1.0853	0.9914	1.0099	1.0014	1.007	0.7853	0.7438	0.6906
SK-LMS-1 Perifosine 2	1	1.0103	1.0669	1.0676	1.0726	1.0499	1.0299	1.0563	1.0605	1.0153	0.8304	0.7041
SK-LMS-1 Perifosine 3	1	0.9927	1.0321	0.9673	1.0349	0.9799	0.9417	0.9899	0.95	0.7446	0.9345	0.6443
SK-LMS-1 Pexidartinib 1	1	1.056	1.1357	1.0973	1.1125	1.0786	1.0556	1.0566	1.0314	1.0239	1.0314	0.8735
SK-LMS-1 Pexidartinib 2	1	1.0225	1.0578	1.0376	1.0207	1.0066	1.0303	1.0385	1.0213	0.9856	0.9949	0.8784
SK-LMS-1 Pexidartinib 3	1	1.0184	0.9962	1.0239	0.996	1.0022	1.019	1.0623	1.0029	0.9763	0.9881	0.8391
SK-LMS-1 Ponatinib 1	1	1.0157	0.959	0.9852	0.9949	0.9796	1.0275	0.9581	0.8423	0.3432	0.0022	0.0038
SK-LMS-1 Ponatinib 2	1	0.9931	1.0183	1.0616	1.1175	1.1152	1.1232	1.053	0.9535	0.3939	0.0017	0.0031
SK-LMS-1 Ponatinib 3	1	0.9801	0.976	1.0634	1.0386	1.0692	1.0733	1.0248	0.9041	0.369	0.0016	0.0037
SK-LMS-1 Quizartinib 1	1	1.0686	1.0393	1.0435	1.0438	1.1031	1.0139	1.0626	0.9685	0.9458	0.8018	0.495
SK-LMS-1 Quizartinib 2	1	1.0474	1.052	1.0623	0.9776	1.0173	1.0333	1.0399	0.9449	0.9112	0.8099	0.539
SK-LMS-1 Quizartinib 3	1	1.0326	1.1101	1.1003	1.055	1.0651	1.0905	1.0745	1.0223	0.9401	0.8835	0.5492
SK-LMS-1 Radotinib 1	1	1.0727	1.0466	1.068	1.0564	1.0454	1.14	1.1748	1.2446	1.1445	1.2111	1.0967
SK-LMS-1 Radotinib 2	1	1.0473	1.1083	1.0784	1.0657	1.0507	1.0935	1.1021	1.1684	1.0358	1.1779	1.1207
SK-LMS-1 Radotinib 3	1	1.0334	1.0693	1.0976	1.018	1.1331	1.1818	1.1327	1.1663	1.14	1.1432	1.1525
SK-LMS-1 Rapamycin 1	1	0.9368	0.7549	0.6595	0.6457	0.6173	0.5562	0.553	0.5241	0.5633	0.5331	0.5132
SK-LMS-1 Rapamycin 2	1	0.9331	0.7728	0.7101	0.6453	0.5724	0.5859	0.5723	0.5374	0.5826	0.5425	0.5208
SK-LMS-1 Rapamycin 3	1	0.9031	0.7469	0.7201	0.5724	0.5516	0.5576	0.5271	0.5166	0.5171	0.491	0.4662
SK-LMS-1 Regorafenib 1	1	1.1627	1.1258	1.195	1.1213	1.2214	1.1595	1.171	1.0715	1.0059	0.7325	0.0944
SK-LMS-1 Regorafenib 2	1	1.1314	1.1051	1.1207	1.1239	1.165	1.0609	1.1378	1.0788	0.9347	0.746	0.0953
SK-LMS-1 Regorafenib 3	1	1.0729	1.0903	1.0305	1.0702	1.1152	1.0167	1.021	1.0137	0.8741	0.6793	0.0659
SK-LMS-1 Ribociclib 1	1	1.1002	1.1286	1.1627	1.113	1.0993	1.1403	1.1642	1.0271	1.0791	0.9736	0.9093
SK-LMS-1 Ribociclib 2	1	1.0405	1.0182	1.1184	1.0798	1.0953	1.1116	1.0346	1.0317	0.9247	0.9898	0.9063
SK-LMS-1 Ribociclib 3	1	1.0011	1.0178	1.0652	1.0513	1.0673	1.0829	0.9782	0.9626	0.9669	0.892	0.8968
SK-LMS-1 Ridaforolimus 1	1	1.085	0.9248	0.7485	0.6502	0.6101	0.5915	0.5541	0.5967	0.5688	0.5633	0.5143
SK-LMS-1 Ridaforolimus 2	1	0.988	0.9089	0.7711	0.6851	0.6641	0.6269	0.5831	0.5362	0.5644	0.5604	0.5128
SK-LMS-1 Ridaforolimus 3	1	0.9566	0.8749	0.7397	0.6741	0.6205	0.5646	0.5393	0.5556	0.53	0.5569	0.5163
SK-LMS-1 Rigosertib 1	1	1.1253	1.0419	1.0745	1.0364	1.0773	0.915	0.6674	0.5283	0.3553	0.3732	0.3214
SK-LMS-1 Rigosertib 2	1	1.1094	1.0639	1.0519	1.006	1.0034	0.8903	0.6562	0.4866	0.3573	0.3457	0.3159
SK-LMS-1 Rigosertib 3	1	1.0159	1.045	1.011	1.0585	1.0234	0.932	0.6524	0.4608	0.3633	0.3467	0.3373
SK-LMS-1 Roblitinib 1	1	0.9638	0.8858	0.9639	0.9335	0.9404	0.9914	0.9316	0.9695	0.9458	0.8871	0.9276
SK-LMS-1 Roblitinib 2	1	0.9317	0.9624	0.9267	0.9789	0.9633	0.9743	0.9288	1.0002	1.0319	0.912	0.8304
SK-LMS-1 Roblitinib 3	1	0.9263	0.9789	0.9067	0.9575	0.9089	0.9994	0.9031	1.0147	0.9746	0.8494	0.8155
SK-LMS-1 Rociletinib 1	1	1.084	1.0911	1.1274	1.1018	1.106	1.0185	1.0544	1.0253	0.8802	0.6376	0.4004
SK-LMS-1 Rociletinib 2	1	1.0763	1.0846	1.0115	1.0567	1.0599	1.0289	1.0312	0.9532	0.8456	0.6296	0.3587
SK-LMS-1 Rociletinib 3	1	1.0607	1.0899	1.0638	1.0608	0.9705	1.0562	1.036	0.9059	0.8142	0.6482	0.361
SK-LMS-1 Rogaratinib 1	1	1.0338	0.9978	1.0285	1.0328	0.9829	0.9958	1.0098	0.9754	0.9811	0.7705	0.5834
SK-LMS-1 Rogaratinib 2	1	1.0291	1.0156	1.028	1.0316	1.0204	1.0249	0.9891	0.9573	0.9807	0.7383	0.608
SK-LMS-1 Rogaratinib 3	1	0.973	0.9639	0.9895	0.9552	0.9814	0.9545	0.9998	0.9921	0.918	0.7707	0.5747
SK-LMS-1 Ruboxistaurin 1	1	1.1061	1.0205	1.0394	1.0657	1.107	1.1097	1.0094	0.9567	0.9075	0.8096	0.4625
SK-LMS-1 Ruboxistaurin 2	1	1.0322	1.0537	1.0192	1.0214	1.0968	1.0691	1.0753	0.9975	0.9533	0.7727	0.4582
SK-LMS-1 Ruboxistaurin 3	1	1.0029	0.9921	1.1003	1.0643	1.0751	1.068	1.0736	1.03	0.9059	0.7532	0.465
SK-LMS-1 Ruxolitinib 1	1	1.0391	0.9779	0.9532	1.0342	1.0415	1.028	1.0264	1.0576	1.0619	1.0187	0.8121
SK-LMS-1 Ruxolitinib 2	1	1.0221	0.9793	1.0079	0.9883	1.036	1.0423	0.9942	1.0012	0.9876	0.9535	0.8208
SK-LMS-1 Ruxolitinib 3	1	1.0159	1.0431	1.0224	1.0548	1.0312	1.0338	1.0332	1.0373	1.0428	0.9859	0.8502
SK-LMS-1 Saracatinib 1	1	1.0497	1.0758	1.0489	1.0571	1.0237	1.0633	0.9635	0.9144	0.8881	0.7099	0.4779
SK-LMS-1 Saracatinib 2	1	1.0231	1.0528	1.0733	1.0724	1.0373	1.0408	0.9741	0.951	0.831	0.7353	0.5072
SK-LMS-1 Saracatinib 3	1	1.0162	1.0576	1.0228	0.9925	1.0037	1.05	0.9815	0.9348	0.8722	0.6833	0.4894
SK-LMS-1 Selinexor 1	1	1.1101	1.0297	1.0147	1.0111	0.8879	0.7519	0.5053	0.3409	0.2471	0.2595	0.2402
SK-LMS-1 Selinexor 2	1	1.013	0.9978	0.9694	0.9226	0.841	0.7057	0.5267	0.3195	0.2204	0.2285	0.2242
SK-LMS-1 Selinexor 3	1	0.9775	1.0575	0.9561	0.9161	0.8395	0.7499	0.5038	0.298	0.2562	0.2488	0.2367
SK-LMS-1 Selonsertib 1	1	1.1042	1.0652	1.1445	1.0878	1.1692	1.1008	1.1337	1.1287	1.0623	1.0555	0.9227
SK-LMS-1 Selonsertib 2	1	1.0796	1.1197	1.0454	1.079	1.0629	1.0817	1.0567	1.0372	1.0518	1.0171	0.8905
SK-LMS-1 Selonsertib 3	1	1.0256	1.0526	1.0578	1.1148	1.1037	1.0784	1.0852	1.0965	1.0123	1.0743	0.8816
SK-LMS-1 Selumetinib 1	1	1.0129	0.9379	0.9912	0.9847	0.8468	0.7082	0.5895	0.6351	0.5506	0.5089	0.3745
SK-LMS-1 Selumetinib 2	1	0.916	0.9094	0.8917	0.9109	0.9026	0.74	0.6152	0.6171	0.5425	0.4884	0.3606
SK-LMS-1 Selumetinib 3	1	0.897	1.018	0.9765	0.9408	0.8765	0.6763	0.5959	0.5502	0.5521	0.4771	0.3756
SK-LMS-1 Semaxanib 1	1	0.9699	0.8829	0.9251	0.854	0.8602	0.832	0.8856	0.8956	0.9102	0.8343	0.8248
SK-LMS-1 Semaxanib 2	1	0.9328	0.9572	0.8761	0.8645	0.8726	0.8825	0.8812	0.9117	0.8748	0.8818	0.8072
SK-LMS-1 Semaxanib 3	1	0.8794	0.8795	0.8891	0.9155	0.9568	0.9083	0.8486	0.876	0.9287	0.8972	0.8002
SK-LMS-1 Sorafenib 1	1	1.1362	1.0956	1.1639	1.1396	1.0926	1.1969	1.1093	1.0706	1.111	0.7429	0.07
SK-LMS-1 Sorafenib 2	1	1.1117	1.0467	1.0439	1.0777	1.0865	1.0799	1.0097	1.0548	1.0371	0.6851	0.0683
SK-LMS-1 Sorafenib 3	1	1.0475	1.0618	1.1135	1.0845	1.1343	1.0946	1.0191	1.1359	1.0495	0.7098	0.0821
SK-LMS-1 Sulfatinib 1	1	1.0333	1.0875	1.0229	1.0797	1.0556	1.0499	1.0557	1.0092	1.0034	0.9666	0.5424
SK-LMS-1 Sulfatinib 2	1	1.0021	1.0875	1.0208	1.0003	1.0357	1.045	1.038	0.9896	0.9953	0.9146	0.5082
SK-LMS-1 Sulfatinib 3	1	0.9687	1.0442	0.9928	1.0506	1.0357	1.0072	0.9883	0.9605	1.0212	0.8904	0.5438
SK-LMS-1 Sunitinib 1	1	1.1376	1.1531	1.0602	1.0922	1.1541	1.0813	1.0972	1.0361	0.886	0.6796	0.008
SK-LMS-1 Sunitinib 2	1	1.1254	1.1474	1.1283	1.091	1.1169	1.1098	1.1	1.0169	0.9249	0.7297	0.009
SK-LMS-1 Sunitinib 3	1	1.0707	1.0818	1.0554	1.0253	1.1034	1.1066	1.0718	1.0165	0.8422	0.7095	0.0082
SK-LMS-1 Talazoparib 1	1	1.1107	1.0913	1.0414	1.0105	1.0254	0.9664	0.9641	0.884	0.8708	0.8203	0.7755
SK-LMS-1 Talazoparib 2	1	0.9852	1.0419	0.9597	0.9742	0.9198	0.8999	0.9516	0.8841	0.8136	0.785	0.759
SK-LMS-1 Talazoparib 3	1	0.9457	1.018	0.9963	1.0135	1.0018	1.0015	0.9595	0.8544	0.8137	0.7812	0.7999
SK-LMS-1 Taselisib 1	1	1.0044	1.0364	1.0416	1.0021	0.9258	0.8455	0.7191	0.6853	0.6172	0.4658	0.3257
SK-LMS-1 Taselisib 2	1	0.9804	1.0397	0.9633	0.9845	0.9678	0.8399	0.7449	0.6644	0.6088	0.4424	0.3224
SK-LMS-1 Taselisib 3	1	0.9505	1.0288	0.9737	0.9881	0.9535	0.8129	0.7543	0.6795	0.5731	0.4543	0.296
SK-LMS-1 Tazemetostat 1	1	1.0207	1.0568	1.0209	0.9801	0.9836	1.0302	0.997	0.9817	0.9599	0.9516	0.9164
