Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
NDUFC2;NDUFC2-KCTD14	O95298;E9PQ53	1	10.71	963994	1915400	963994	963994	963994	2859600	3316700	963994	963994	3	NDUFC2;NDUFC2-KCTD14	6	DMSO;10nM;30nM;100nM;3000nM;30000nM	1.0	1.98694182743876	1.0	1.0	1.0	2.966408504617249	3.4405815803832804	1.0	1.0	19.87866464143439	5.613980118725895	10.0	1.825607565623378	0.9776855654546569	-0.9009342173817013	1.5943153508835661	0.8607449876709827	0.11852619061436553	88.44488556223364	9707.01679097459	0.4714504186044932	1.1548105826206072	1.6033971085999421	0.9167988889115238	0.3025935642599172	0.9574948006973051	0.018863575620019345	0.22278561773352093	0.005639169307993158	
NDUFS1	P28331	1	56.529	8076000	963994	963994	6447000	963994	7344000	7295100	963994	6356600	14	NDUFS1	4	3nM;10nM;100nM;3000nM	1.0	0.11936527984150569	0.11936527984150569	0.7982912332838039	0.11936527984150569	0.9093610698365527	0.9033060921248143	0.11936527984150569	0.7870975730559683	22.94520947999356	6.770824036275802	10.0	0.362711132381689	0.6318848881585353	0.8008407380627016	0.5139831015712202	0.36698631578661933	0.07859183510734646	16.195744125809355	688.9234199255878	0.24618267009943084	0.2842675543034667	0.5030685649788547	0.3842664402848582	0.21687811125638046	0.9886622617038374	0.004952043012442342	0.1618565939956589	0.0007245408957035289	
NDUFS3	O75489	1	31.668	6002100	7083000	6582900	7215100	7451500	963994	6767200	963994	7395400	11	NDUFS3	2	300nM;3000nM	1.0	1.1800869695606537	1.096766131853851	1.2020959330900851	1.2414821479148965	0.16060945335799137	1.1274720514486596	0.16060945335799137	1.232135419269922	22.51703592496518	6.843014692125469	10.0	1.1638695384099258	0.6702731949556897	-0.796108206368233	0.8775668834900536	0.34734404308657674	0.31294256835811296	24.831193330463897	1579.5731817445687	0.23300621002533495	0.26905264690321434	0.8996310137605685	0.4204118890767018	1.046194164423582	0.5313634030148577	0.27460836038118747	0.5756571655172921	0.09917127649851139	
NDUFS7	O75251	1	11.412	963994	963994	1633800	1941500	963994	963994	963994	1901300	963994	4	NDUFS7	6	DMSO;3nM;100nM;300nM;1000nM;30000nM	1.0	1.0	1.6948238267043156	2.01401668475115	1.0	1.0	1.0	1.9723151803849401	1.0	19.87866464143439	8.350352245389768	10.0	0.9951451187869484	1.3939760169434445	0.47558280322870083	1.3766930330131895	0.3986657734663614	0.1370983349933954	66.28888227695174	3838.64796762862	0.5348662618639716	0.2183594161401034	1.3467608559963908	0.4319407023159208	0.3912704614637517	0.9110457296569677	0.04045982320347227	0.21267984799994108	0.004490499421874017	
NEK1	Q96PY6	1	86.823	963994	6613000	4989900	963994	963994	963994	963994	963994	963994	23	NEK1	7	DMSO;30nM;100nM;300nM;1000nM;3000nM;30000nM	1.0	6.860001203326991	5.176277030769901	1.0	1.0	1.0	1.0	1.0	1.0	19.87866464143439	7.761646801006445	10.0	5.1875327378166505	0.9982155068641894	-2.377625286785973	1.7954760331992787	1.5030660368844242	0.49905507832529483	4.206307250795144	175.93236090791015	1.4259425036406947	0.9018418631581595	2.0453397731010456	2.124797493298621	2.2463642433993174	0.21097883944172638	0.6757611009797363	1.6387721998359575	0.48602871790637586	
NEK2	P51955	1	82.843	35864000	35432000	33854000	39161000	42506000	39312000	40363000	31699000	27252000	25	NEK2	0		1.0	0.9879544947579746	0.9439549408877983	1.0919306268124025	1.185199643096141	1.096140977024314	1.1254461298237788	0.883866830247602	0.7598706223511041	25.096033068712774	5.588303615472515	4.1285658161334355	1.0681738384556871	0.7923302172038698	-0.4309526713415156	0.9947008851948609	0.07192771439495889	0.6710551927393493	0.337292668287573	17.908066056320095	0.039495128287367724	0.0965320164309679	0.9997276034249043	0.12570084496112327	4.62173482039706	0.06018435759060617	1.2205163707826865	0.835747176443047	0.19505842507911342	
NEK3	P51956	1	165.28	18395000	16247000	13653000	17992000	14849000	14808000	17020000	13864000	14993000	18	NEK3	0		1.0	0.8832291383528132	0.742212557760261	0.9780918727915194	0.8072302256047839	0.8050013590649633	0.9252514270182115	0.7536830660505572	0.8150584397934221	24.132810340522425	5.644915925067302	0.07372959081195264	0.9995766301725647	0.6403738210560088	-0.10409978435385087	0.8332091468576566	0.07167520979569819	0.35105360387054063	237.81044403357797	1.2976000587009362	0.09616216820163982	7.212533232198315	0.8403412298492483	0.09045478611327483	1.3335021929669593	0.41668992913227515	0.38018699576334625	0.08311276818557144	-0.0	
NEK9	Q8TD19;REV__Q9P0M6	1	323.31	1178200000	1309400000	1243600000	1441500000	1425000000	1350700000	1337000000	969430000	1135900000	67	NEK9	0		1.0	1.1113563062298422	1.0555084026481072	1.2234764895603463	1.2094720760482092	1.1464097776268884	1.1347818706501442	0.8228059752164318	0.9640977762688847	30.133937312099437	5.790379090705485	10.0	1.1402315663992637	0.8934874251329088	-0.3518075168418494	1.0620444953275792	0.07416686479311072	0.6250173512464863	5.344063306050835	251.20354313241174	0.04062294930514314	0.09950529081916122	1.067419335883943	0.1213071183318189	3.7691511443200136	0.08855411822179038	1.0527912370779668	0.6053943073642651	0.10967231906367046	
NLK	Q9UBE8	1	109.47	10626000	8724100	6618300	9524600	6638200	5979800	963994	963994	963994	13	NLK	3	1000nM;3000nM;30000nM	1.0	0.8210144927536231	0.6228402032749859	0.8963485789572746	0.624712968191229	0.5627517410126106	0.09072030867683041	0.09072030867683041	0.09072030867683041	23.341095282135157	6.430246105345776	1.9279055206531743	0.7788700140171082	0.07261727218407515	-3.4199303839408675	0.44209446907312455	0.11070821961721491	0.8936560461777859	0.21697791847578662	1.6693876390225055	0.07430263798660726	0.11604597746333097	0.466348459511503	0.34602892682275044	19.73100760716434	0.0024313671735339	2.614149451112027	10.79572289384488	2.0028638117385227	down
NME1	P15531	1	264.99	51431000	50468000	90359000	63072000	65415000	71799000	65839000	130290000	119310000	12	NME1	0		1.0	0.9812758841943575	1.756897590947094	1.226342089401334	1.2718982714705138	1.396025743228792	1.2801423266123544	2.533297038750948	2.319807120219323	25.616134869253553	5.76756972254995	10.0	1.3109329309617528	2.4273929597300397	0.8888138015192784	1.6583448620342716	0.2223875331946048	0.8221768059122061	2.6372373794540946	111.61596484039683	0.12180692082976866	0.2983641850264062	1.6346008019706761	0.5377378467701656	10.90536344032176	0.009709248997279525	2.0128143611271176	2.7082455422821035	0.803181858161796	
NME2;NME2P1	P22392;O60361	1	59.015	963994	963994	26682000	963994	963994	28485000	23292000	56582000	33994000	12	NME2;NME2P1	4	DMSO;3nM;30nM;100nM	1.0	1.0	27.67859550993056	1.0	1.0	29.548939101280713	24.161976111884513	58.69538607086766	35.26370496081926	19.87866464143439	6.2904363602555975	1.6183079306259225	8.144964166930146	45.60700745484526	2.482025324556261	24.70189459370372	11.616857371198087	0.6365469949817536	0.5034036279276791	2.3821464713391047	7.8522397333606655	13.730625583531793	23.533578608293286	19.60373501335305	4.157414955164072	0.07375167164035956	1.1322281316080187	2.78144038380457	0.822203399701363	
NMT1	P30419;O60551	1	58.381	2289000	2182100	2643300	1816700	1909000	2041800	963994	3233200	2294300	8	NMT1	1	1000nM	1.0	0.953298383573613	1.15478374836173	0.7936653560506771	0.8339886413280909	0.8920052424639581	0.4211419833988641	1.4124945391000436	1.0023154215814767	21.126286032217774	5.710595452061887	10.0	0.8581617360155371	1.2069573463356063	0.49205321210506	0.9617293294228456	0.21093457685982858	0.3110238513660234	11.992871022696798	631.4382324279951	0.11553386450805068	0.2829984316865569	0.9549262694492053	0.25453824597218677	1.0263709006274895	0.5405563501880808	0.2671590264097939	0.42291448325807507	0.049467791522479466	
NNT	Q13423	1	104.51	11046000	10706000	11507000	12217000	14691000	11070000	11726000	9698800	13375000	24	NNT	0		1.0	0.9692196270143039	1.0417345645482528	1.106011225783089	1.3299837045084193	1.002172732210755	1.0615607459713923	0.878037298569618	1.2108455549520187	23.39702069673315	4.766997125263187	10.0	1.0542551738111352	1.2114254790040868	0.19980610309075003	1.0638533816206333	0.11683561037952181	0.158526808402636	159230945557.98346	2096519560666.681	0.06399232723969046	2747266578.971772	1.0691364085850776	0.12739135146485434	0.4249270621104994	0.891128566219131	0.05005963426667639	0.11972277943996336	-0.0	
NOLC1	Q14978	1	30.539	963994	963994	963994	963994	963994	2304400	963994	1608400	963994	11	NOLC1	7	DMSO;3nM;10nM;30nM;100nM;1000nM;30000nM	1.0	1.0	1.0	1.0	1.0	2.3904713099874066	1.0	1.6684751149903423	1.0	19.87866464143439	6.905193040391327	10.0	0.9930254253881194	1.4890016142356985	0.5844427559029743	1.2884182165696836	0.38373948926571533	0.30584755966227284	68.86674817082746	7262.292371709633	0.2574221683687567	0.29724368147960295	1.2632813226893687	0.461875243006839	1.0095594033624953	0.5484918652064378	0.2608298091506263	0.4698733879547331	0.06379546352320892	
NOMO1;NOMO3;NOMO2	Q15155;P69849;Q5JPE7	1	38.927	4521000	963994	963994	3981300	5576900	4748200	5706900	5682100	5219500	13	NOMO1;NOMO3;NOMO2	2	3nM;10nM	1.0	0.21322583499225836	0.21322583499225836	0.8806237558062375	1.2335545233355452	1.0502543685025436	1.2623092236230922	1.256823711568237	1.1545012165450121	22.10821048698107	7.5802444813728584	4.044475495907744	0.348666122589133	1.1886478775462541	1.7688682089192524	0.9906955092656081	0.23533924550713609	0.6459498448881242	0.35530801156056835	20.857811520386793	0.22259629930425257	0.14317626317811627	0.9431160311707756	0.39629311652503835	4.130090839856011	0.07467686411860391	1.1268139275277351	2.40194710586077	0.7201730377974309	
NONO	Q15233	1	150.2	24548000	24376000	27709000	20753000	23035000	27803000	32418000	49745000	41829000	27	NONO	0		1.0	0.992993319211341	1.1287681277497148	0.8454049209711585	0.9383656509695291	1.1325973602737494	1.3205963825973603	2.0264379990223236	1.7039677366791592	24.5491021527996	5.954561222057586	3.4947555262255348	1.0085733106934154	1.8641288192735386	0.8861790348840385	1.3147945317897691	0.11648292387139074	0.9006308744369629	0.14674042873289161	7.057991880317294	0.0655201099765008	0.1500096061701378	1.2942046038530477	0.37469711137881156	21.031914031687094	0.002086460119980132	2.680589911857179	3.644826143075483	1.0261522381940837	up
NPEPPS	P55786;A6NEC2	1	210.14	33841000	34918000	36959000	30893000	26556000	35104000	30323000	32130000	32303000	36	NPEPPS	0		1.0	1.031825300670784	1.0921367571880263	0.9128867350255607	0.7847285836706953	1.0373215921515322	0.8960432611329452	0.949440028367956	0.9545521704441358	25.012268864871672	7.741372748308483	10.0	1.0516783169055648	0.924939544005142	-0.18526250750191625	0.9497013217938415	0.06624457378111896	0.41340300659175755	7.193019096878959	321.35763242919313	0.06284551058067614	0.039746843267567396	0.9572156442003669	0.08663090579500826	1.5979339468538645	0.33706779276356846	0.47228274286109867	0.19690688064623543	0.002959001728680489	not
NPM1	P06748	1	323.31	85038000	92804000	75045000	72332000	97501000	75485000	71553000	128120000	103520000	17	NPM1	0		1.0	1.091323878736565	0.8824878289705779	0.850584444601237	1.1465580093605212	0.8876619864060773	0.8414238340506597	1.5066205696276957	1.21733813118841	26.34160433088286	5.768571383408649	10.0	0.9517782080348148	1.3621085400615651	0.5171443415877984	1.0795645764864334	0.12191333760344819	0.6549271054014221	3.968429609323097	168.47388570105466	0.06677482344215675	0.1635639061923742	1.070831682487648	0.20888832184788192	4.355541080550105	0.06749341414736616	1.1707386025615503	0.9938688106745133	0.25491386954215195	
NQO1	P15559	1	59.382	9819400	7435500	15456000	7438000	7691800	9817500	9837800	18677000	21482000	7	NQO1	0		1.0	0.7572254923926105	1.5740269262887754	0.7574800904332241	0.7833268835163044	0.9998065054891337	1.0018738415789152	1.9020510418151821	2.187710043383506	23.22720344279794	5.701209129887699	3.7137818138499443	0.977904915539603	2.109493733670104	1.1090981477432589	1.311252678995267	0.23591681252098942	0.7812802101997939	0.27527328249640004	4.549951259175649	0.12978515073193445	0.3167278015480008	1.2887613766155224	0.5093619198746585	8.238603836721671	0.018139705951047656	1.7413697572358167	2.8467457290556104	0.8389235026808269	
NQO2	P16083	1	323.31	322470000	335060000	315760000	366920000	300070000	357730000	328900000	266570000	287590000	20	NQO2	0		1.0	1.0390423915402984	0.9791918628089434	1.1378422799020065	0.9305361739076503	1.109343504822154	1.0199398393649022	0.8266505411356095	0.8918348993704841	28.264589709202497	5.801279260598544	7.47065447068807	1.0350649508295668	0.8593057868325006	-0.2684777846089278	0.9788922993724114	0.061179649407592414	0.5757784442597389	2.034890018047318	74.33825684859285	0.03351097416403874	0.08208111179435566	0.9829304336002633	0.09443898632452123	3.1113132642415566	0.12463678416366564	0.904353765046929	0.40255623359104764	0.04360591345112997	not
NSF	P46459	1	28.348	963994	7745400	5838800	963994	963994	963994	963994	6140400	7777700	14	NSF	5	DMSO;30nM;100nM;300nM;1000nM	1.0	8.034697311394055	6.056884171478246	1.0	1.0	1.0	1.0	6.369749189310307	8.068203744006706	19.87866464143439	5.605087462785601	5.728598941898183	2.8330337357845456	7.57383332670203	1.4186753211251768	4.115667453846465	2.462841031995299	0.37250694309924237	1.8506003836052776	126.60562758955147	1.3494334483635562	3.304271356796317	4.0375040636224835	3.124695750565054	1.371806390305303	0.4037824656510815	0.39385254432333494	0.9161189742622186	0.22550743921167218	
NSFL1C	Q9UNZ2	1	26.987	963994	963994	4606800	963994	4427400	963994	963994	5450100	4906500	10	NSFL1C	5	DMSO;3nM;30nM;300nM;1000nM	1.0	1.0	4.7788679182650515	1.0	4.5927671748994285	1.0	1.0	5.653665894186063	5.089761969472839	19.87866464143439	5.73410283199294	10.0	2.228528504781857	5.37736933570516	1.2708091497651677	3.1820164696914914	1.484371119187678	0.4598959096405141	6.654571807191268	303.79991563057865	0.8130252262404583	1.9914928364214737	3.117066759592024	2.0459986610797936	2.024725350665068	0.24566014875022338	0.6096652895174502	1.1918645285896317	0.32876668980927104	
NSUN2	Q08J23	1	68.368	6968500	8249100	8453100	7531200	8042200	7942100	963994	6448600	6202200	14	NSUN2	1	1000nM	1.0	1.183769821338882	1.2130444141493866	1.0807490851689747	1.1540790701011696	1.1397144292171917	0.13833594030279114	0.9253928392049939	0.8900337231828944	22.732416712440195	6.4084297721306855	10.0	1.1470237215622987	0.7084448603479171	-0.6951677531513449	0.9402830160328903	0.2204437006276294	0.5033785632524315	95.34292100763415	8329.544588997662	0.13227073211268578	0.20912707482869144	0.959764721466379	0.3129632611974969	2.2849640582349484	0.20562315196173434	0.6869279879104624	0.9047903127078387	0.22121483661617303	
NT5DC2	Q9H857	1	15.744	4217400	3653100	2791400	3991800	963994	5659800	3738500	3555300	3979300	5	NT5DC2	1	100nM	1.0	0.8661971830985915	0.6618769858206478	0.946507326789017	0.22857542561767913	1.3420116659553278	0.8864466258832456	0.8430075401906387	0.9435434153744013	22.00792243008017	6.732511709761271	10.0	0.7131472670866125	0.9753346010176442	0.45169721041449895	0.8579817110674569	0.24956566294659263	0.20526014325009623	13.720545309011435	639.7262966225101	0.16741425518978653	0.19331353490042041	0.8475453524045073	0.28012432944055055	0.5847483716975349	0.7900215986514189	0.10236103523246642	0.27481827589374414	0.013483313534889046	
NUCB2	P80303	1	38.062	963994	1747300	2986400	1534800	2377000	1920500	2114600	4758300	4183900	5	NUCB2	1	DMSO	1.0	1.812563148733291	3.097944593016139	1.5921260920711124	2.4657829820517554	1.9922323167986522	2.1935821177310233	4.9360265727794985	4.340172241735944	19.87866464143439	5.774525320787154	10.0	2.1349541986102207	4.639296868324331	1.119701047215076	2.9185921802210446	0.5703785333923579	0.782814649072231	3.2374220700300196	140.59228156705706	0.31240983689704205	0.7652431043359893	2.86504312746281	1.251563752610574	8.583333858127933	0.016580548114753936	1.780401116772569	2.9390499134108925	0.862163444517387	
NUDC	Q9Y266	1	85.8	10670000	11182000	12287000	9943200	11260000	12337000	10679000	16607000	14425000	11	NUDC	0		1.0	1.0479850046860355	1.1515463917525772	0.931883786316776	1.0552952202436738	1.156232427366448	1.0008434864104967	1.556419868791003	1.3519212746016869	23.347056840373874	5.77189820155724	10.0	1.055773080497675	1.4543339954242338	0.4620588432140675	1.1802256648113751	0.08313857802341389	0.8035269328005551	2.879076750250302	123.68419708759251	0.04553696898241634	0.11154210723732091	1.1717219378559585	0.19037608798039857	9.547829901686777	0.013095636406209686	1.8828733913976474	1.2075535515117624	0.3345278405363922	
NUDT14	O95848	1	14.149	6718200	7131500	5970700	7126400	6319300	7286100	8222900	5785900	5333000	5	NUDT14	0		1.0	1.0615194546158198	0.8887350778482331	1.0607603227054865	0.940623976660415	1.0845315709565062	1.2239736834271084	0.861227709803221	0.793813819177756	22.679643314392454	5.578896733980621	10.0	1.035957932866854	0.8138487773820658	-0.34813276579985675	0.9773201169550467	0.08909472912697382	0.4956982125544509	48.19481366276246	8602.587158170523	0.04879929356298676	0.11953312250255542	0.9797281437564549	0.12592854480620563	2.244970689258294	0.21117568753057103	0.6753560831983679	0.4784656771942294	0.06652424394140936	
NUDT21	O43809	1	29.112	963994	4872400	7253600	963994	4693500	5266400	6047900	7066700	4555100	9	NUDT21	2	DMSO;30nM	1.0	5.054388305321402	7.524528160963658	1.0	4.86880623738322	5.463104542144453	6.273794235233829	7.330647286186428	4.725236879067712	19.87866464143439	5.041532687849037	0.05775162133029383	1.0084526229472244	10.67775720831655	0.3413285426093564	5.37120982123046	1.776671454353985	0.37416531147193666	475.42202128035393	1.5178769880855596	2.383653522678872	306.3531693328312	5.1879841735369885	2.2783375535648793	1.4500228502168135	0.3789476284002568	0.4214208065712263	0.3790536831824447	0.037143489610083964	
NUDT5	Q9UKK9	1	43.425	2870700	963994	3165300	963994	963994	963994	963994	963994	5457800	13	NUDT5	6	3nM;30nM;100nM;300nM;1000nM;3000nM	1.0	0.335804507611384	1.1026230536106176	0.335804507611384	0.335804507611384	0.335804507611384	0.335804507611384	0.335804507611384	1.901208764412861	21.452971140159544	4.95121383575227	2.8155687336173014	0.4781111423727934	1.9625369646282849	1.9719143894073272	0.6405247495033863	0.2974776739830069	0.6791205330929807	53.86370546953514	239.41039410879011	0.1649850805586024	50.89908061269115	0.660557047195672	0.5252138006425793	4.763681214298199	0.05672874151518595	1.246196850827554	2.8192253383707344	0.831905949201394	
NUMA1	Q14980	1	81.29	2623100	3426500	2987600	3543300	4615100	4896500	4416200	4380300	3412800	20	NUMA1	0		1.0	1.3062788303915214	1.1389577217795739	1.3508062978918074	1.759406808737753	1.8666844573214898	1.6835804963592695	1.6698943997560138	1.3010560024398612	21.3228413775958	7.464885328220285	4.52115977593747	1.1904388049543815	1.6410215207168546	0.46309170626053225	1.5218429557454476	0.16211648720165314	0.6733470931095771	0.7101447399290179	53.45827289627079	0.13077410279549198	0.10759397610682772	1.4960491549927715	0.2869044756367928	4.7969760424246095	0.05595805428534858	1.25213739474896	0.9216230849566878	0.22759264312024435	
NUP155	O75694	1	20.043	963994	3492300	3825600	963994	3554200	963994	3632300	3713200	3614900	7	NUP155	3	DMSO;30nM;300nM	1.0	3.622740390500356	3.9684894304321396	1.0	3.6869524084174796	1.0	3.7679695101836734	3.8518911943435334	3.749919605308747	19.87866464143439	6.110628050807928	10.0	2.5551557087792838	3.8121793563040525	0.5772047867805634	3.0541153146265865	1.1392835853527037	0.24499946913481963	162.29789047078947	14670.085497390304	0.6835657850703243	1.080921686081625	3.0330526315117505	1.3239152898489102	0.7883600246639242	0.6650289164668449	0.17715947050297542	0.3927513425762728	0.040868226190864665	
NUP160	Q12769	1	13.893	6385600	7568700	963994	7379400	963994	963994	5220600	963994	5988000	8	NUP160	4	10nM;100nM;300nM;3000nM	1.0	1.1852762465547482	0.15096373089451265	1.1556314206965672	0.15096373089451265	0.15096373089451265	0.8175582560761714	0.15096373089451265	0.9377349035329491	22.606390753285996	8.305560472360286	10.0	1.125688585358698	0.5040100498608387	-1.1539618509593836	0.537830725897235	0.36966238699039655	0.3048544992468182	18.229312449646795	826.7306159533372	0.4959541356204337	0.2024735219892224	0.5818215504115027	0.4463541823755935	1.0304332718046794	0.5386580161835544	0.2686868727004904	0.67195506268462	0.13377023382478972	
NUP188	Q5SRE5	1	17.851	4816900	5097900	3390500	4931700	3424800	3656600	5406100	2596400	2904900	8	NUP188	0		1.0	1.0583362743673317	0.7038759368058295	1.0238327555066538	0.7109966991218418	0.7591189354148934	1.1223193340115012	0.5390188710581494	0.6030642114222841	22.199673542864673	5.70174210629444	10.0	0.8915221037312091	0.569919289639082	-0.6455129440485253	0.7967406601481437	0.14841817065548396	0.4713829324844835	10.590278009590328	587.9622197873682	0.0812921478610467	0.19912387127137557	0.8028104574119647	0.20675408253637342	2.116330012140878	0.2304631673969527	0.6373984736341805	0.8158342895423898	0.1875280085785658	
NUP205	Q92621	1	157.89	19647000	20839000	19986000	20330000	25016000	23376000	25838000	18881000	22541000	28	NUP205	0		1.0	1.0606708403318572	1.0172545426782715	1.0347635771364585	1.2732732732732732	1.1897999694609864	1.3151117218913828	0.9610118593169441	1.1472998422150964	24.22780570109519	7.383630401511695	10.0	1.0311700478078525	1.15991984064986	0.1697428437697836	1.1232503435859011	0.09404004566620254	0.3756136394824081	86.95712771645297	6243.8358179612205	0.07284420580606842	0.06308439437283926	1.1154570476604375	0.1190933930139552	1.3585455584350778	0.40819375903606225	0.38913363959280445	0.166034416813394	0.0009064239019883661	
NUP210	Q8TEM1	1	45.325	12270000	12757000	14132000	13772000	14014000	11357000	13872000	15279000	13335000	21	NUP210	0		1.0	1.0396903015484922	1.1517522412387937	1.1224123879380603	1.1421352893235535	0.9255908720456397	1.130562347188264	1.2452322738386308	1.08679706601467	23.548631913212354	6.016280045113192	10.0	1.074390836524512	1.1687893407407735	0.12149602086838972	1.1096345487492225	0.07769344081124217	0.23339517707232071	137.4599275063801	84463.31872788141	0.04471901497522078	0.0896223031743215	1.1077424612876936	0.08982487610371612	0.7575098670192666	0.6830321882904231	0.1655588294553363	0.08758275123708638	-0.0	not
NUP93	Q8N1F7	1	76.854	10713000	9199000	10716000	11477000	13323000	10358000	10278000	8882000	7977500	16	NUP93	0		1.0	0.8586763744982732	1.0002800336040325	1.071315224493606	1.243629235508261	0.9668626901894894	0.9593951274152899	0.8290861570055074	0.7446560253897134	23.35285920396931	5.774632084571462	1.6994918215515635	1.0352207164577294	0.7567966452424596	-0.4480284155437215	0.947959354897491	0.0957571148215377	0.5138644140823407	0.5401095873812201	2.9870450017981076	0.05719425187933732	0.13792605063250626	0.9536068687216825	0.13771380115434076	2.403667447262084	0.19025875618216614	0.7206553467829366	0.6402562217955079	0.12220483316742659	
NUTF2	P61970	1	10.304	2849100	963994	3829600	963994	963994	3547400	3401600	8827600	8610000	4	NUTF2	3	3nM;30nM;100nM	1.0	0.33835035625285176	1.3441437646976238	0.33835035625285176	0.33835035625285176	1.2450949422624689	1.1939208872977431	3.0983819451756696	3.02200694956302	21.442074828743824	5.832742174918186	3.5738091054899193	0.7545200190109912	3.0986483453063145	2.0379852133695584	1.5221434950165256	0.3645765827376176	0.8681780688711336	0.22276717801818377	3.8960670713857706	0.20098392153488392	0.489123922714585	1.4690772659652305	1.0145264548424315	15.173352806460052	0.00452951008815645	2.343948768741306	6.585889314174539	1.532642838685971	up
OCIAD1	Q9NX40	1	7.4463	963994	4045200	3706200	4867100	4840100	5906500	4482400	5128300	4040200	5	OCIAD1	1	DMSO	1.0	4.196291678163972	3.8446297383593673	5.048890345790534	5.020881872708752	6.127112824353679	4.649821471917875	5.319846389085409	4.191104923889568	19.87866464143439	9.007950861014661	0.7862031612104384	1.023386499614504	5.053041385860746	0.38444965017734223	4.859812341025762	0.5590135139292921	0.8310533766193696	1.0010789203860098	1.2168716250647473	0.7499738684837005	0.42171879336892737	4.673576567105988	1.3918562919613773	11.698474035951676	0.008274387412571227	2.082264148994891	1.0057700774304135	0.2594018289161415	
OGDH	Q02218;Q9ULD0	1	23.506	1536500	963994	1895200	1753800	1802900	2012500	963994	1987700	1810400	13	OGDH	2	3nM;1000nM	1.0	0.6273960299381711	1.2334526521314677	1.1414253172795314	1.173381060852587	1.3097949886104783	0.6273960299381711	1.2936544093719493	1.178262284412626	20.55121633625505	8.254071868810266	10.0	0.7513976747706417	1.1426972728839835	0.6032578696682542	1.116392563178303	0.21194169789209535	0.27577942478456874	12.256754113165764	475.09716620101415	0.2843496261962921	0.11608587734791483	1.0893606097774664	0.2502379602931457	0.8865779319853577	0.6105022974560054	0.21431269736924102	0.43789566703876565	0.05392360178407699	
OLA1	Q9NTK5	1	84.481	10747000	10225000	15049000	10598000	10410000	14749000	9923100	19787000	19936000	13	OLA1	0		1.0	0.9514283055736484	1.4002977575137248	0.9861356657671908	0.9686424118358612	1.3723829906020284	0.9233367451381781	1.841164976272448	1.8550293105052573	23.35743065526777	5.737954691757034	10.0	1.1038350186855128	1.8496839481671266	0.7447542211143281	1.3304007921651444	0.1697755695421544	0.7763643118989908	3.084801508002248	137.7225813808417	0.09299010140263049	0.22777782871938876	1.314931537244741	0.36391408255804114	8.087841041781154	0.018885903662927115	1.7238622299821602	1.9537342278034273	0.5877584223125211	
OPA1	O60313	1	54.325	15345000	16531000	14857000	18059000	17645000	16978000	18103000	16937000	15418000	18	OPA1	0		1.0	1.077289019224503	0.968198110133594	1.1768654284783318	1.1498859563375692	1.1064190289996743	1.1797328119908765	1.1037471489084392	1.0047572499185402	23.871265310015936	7.77087678660421	10.0	1.018978411582798	1.114834619997705	0.12970621909615807	1.0968136058464573	0.055804262773665035	0.4372037150770709	6.900627766947509	292.084730060309	0.05294090125279866	0.03348264080448478	1.0910832894703861	0.07461756198335939	1.7728133064933433	0.2949557593258935	0.530243119348927	0.12398792998240231	2.3113426102639524e-06	not
OSBPL3	Q9H4L5	1	92.767	5572300	6803300	6281600	9720200	6503400	6890300	7541500	7221700	5135100	24	OSBPL3	0		1.0	1.2209141647075714	1.1272903468944602	1.7443784433716778	1.167094377546076	1.236527107298602	1.3533908798880174	1.2959998564327118	0.921540477002315	22.409841500784758	4.98811945152676	2.44042534783571	1.295173007619142	0.9012629082841883	-0.4807360706191431	1.2481189242149406	0.1961894194029556	0.224757865518886	49.33972170359718	197.40436280367447	0.10966707187067481	13.134210427774837	1.244143075846322	0.2232901841479496	0.6645440123820975	0.7395140155294021	0.13105359068750835	0.31199561560531175	0.020851899368562403	
OSBPL8	Q9BZF1	1	40.683	963994	963994	1011200	1070100	963994	963994	963994	963994	1892800	4	OSBPL8	6	DMSO;3nM;100nM;300nM;1000nM;3000nM	1.0	1.0	1.048969184455505	1.1100691498079864	1.0	1.0	1.0	1.0	1.963497698118453	19.87866464143439	4.972428793860073	2.3856390399759655	1.0201022148551526	2.028270065667674	0.9344675596115094	1.1371352766859548	0.04186424852417272	0.9803526130064814	4.226669782007104	15.812915813084098	0.023437354943994158	3.114030211999376	1.1480521902386562	0.29957900755773575	112.9675599877066	3.2305798768502855e-05	4.490719516457446	6.78064645823567	1.5593568089651193	up
